INFO 2022-06-01 22:48:11,041 autoreload 677 Watching for file changes with StatReloader
INFO 2022-06-10 20:25:20,615 basehttp 187 "GET /static/js/app.a11a528efcdadd2ef770.js.map HTTP/1.1" 200 500616
INFO 2022-06-10 20:25:20,688 basehttp 187 "GET /static/css/app.7aed2aef7dae7baaf898dbb4728e9b59.css HTTP/1.1" 304 0
INFO 2022-06-10 20:25:20,690 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js HTTP/1.1" 304 0
INFO 2022-06-10 20:25:20,691 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js HTTP/1.1" 304 0
INFO 2022-06-10 20:25:20,692 basehttp 187 "GET /static/js/app.a11a528efcdadd2ef770.js HTTP/1.1" 304 0
INFO 2022-06-10 20:25:20,739 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js.map HTTP/1.1" 200 4973
INFO 2022-06-10 20:25:20,743 basehttp 187 "GET /static/css/app.7aed2aef7dae7baaf898dbb4728e9b59.css.map HTTP/1.1" 200 59084
INFO 2022-06-10 20:25:20,776 basehttp 187 "GET /static/js/app.a11a528efcdadd2ef770.js.map HTTP/1.1" 200 500616
INFO 2022-06-10 20:25:20,814 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js.map HTTP/1.1" 200 1573519
INFO 2022-06-10 20:25:22,197 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 122
INFO 2022-06-10 20:25:58,024 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-10 20:25:58,056 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js HTTP/1.1" 200 858
INFO 2022-06-10 20:25:58,057 basehttp 187 "GET /static/css/app.d68321b876951f2d09fab2faefa75a08.css HTTP/1.1" 200 43639
INFO 2022-06-10 20:25:58,066 basehttp 187 "GET /static/js/app.e79c5b465f7989808c40.js HTTP/1.1" 200 173077
INFO 2022-06-10 20:25:58,078 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js HTTP/1.1" 200 498133
INFO 2022-06-10 20:25:58,100 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js.map HTTP/1.1" 200 4973
INFO 2022-06-10 20:25:58,116 basehttp 187 "GET /static/css/app.d68321b876951f2d09fab2faefa75a08.css.map HTTP/1.1" 200 59084
INFO 2022-06-10 20:25:58,155 basehttp 187 "GET /static/js/app.e79c5b465f7989808c40.js.map HTTP/1.1" 200 500408
INFO 2022-06-10 20:25:58,170 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js.map HTTP/1.1" 200 1573519
INFO 2022-06-10 20:26:00,196 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 122
INFO 2022-06-10 20:28:44,449 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-10 20:28:44,475 basehttp 187 "GET /static/css/app.a6051631b75d32a79f261fbcae6d6061.css HTTP/1.1" 200 43639
INFO 2022-06-10 20:28:44,509 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js HTTP/1.1" 200 858
INFO 2022-06-10 20:28:44,517 basehttp 187 "GET /static/css/app.a6051631b75d32a79f261fbcae6d6061.css.map HTTP/1.1" 200 59084
INFO 2022-06-10 20:28:44,521 basehttp 187 "GET /static/js/app.7fcf9991e62e0ae3ff31.js HTTP/1.1" 200 172853
INFO 2022-06-10 20:28:44,530 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js.map HTTP/1.1" 200 4973
INFO 2022-06-10 20:28:44,537 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js HTTP/1.1" 200 498133
INFO 2022-06-10 20:28:44,596 basehttp 187 "GET /static/js/app.7fcf9991e62e0ae3ff31.js.map HTTP/1.1" 200 500039
INFO 2022-06-10 20:28:44,621 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js.map HTTP/1.1" 200 1573519
INFO 2022-06-10 20:28:45,635 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 122
INFO 2022-06-10 20:28:46,578 basehttp 187 "POST /classify/del/ HTTP/1.1" 200 62
INFO 2022-06-10 20:28:46,588 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 77
INFO 2022-06-10 20:28:47,392 basehttp 187 "POST /classify/del/ HTTP/1.1" 200 62
INFO 2022-06-10 20:28:47,402 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 14
INFO 2022-06-10 20:28:50,627 basehttp 187 "POST /classify/del/ HTTP/1.1" 200 68
INFO 2022-06-10 20:28:50,640 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 14
INFO 2022-06-10 20:28:51,356 basehttp 187 "POST /classify/del/ HTTP/1.1" 200 68
INFO 2022-06-10 20:28:51,367 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 14
INFO 2022-06-10 20:30:12,626 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-10 20:30:12,647 basehttp 187 "GET /static/css/app.a6051631b75d32a79f261fbcae6d6061.css HTTP/1.1" 304 0
INFO 2022-06-10 20:30:12,653 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js HTTP/1.1" 304 0
INFO 2022-06-10 20:30:12,670 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js HTTP/1.1" 304 0
INFO 2022-06-10 20:30:12,679 basehttp 187 "GET /static/js/app.7fcf9991e62e0ae3ff31.js HTTP/1.1" 304 0
INFO 2022-06-10 20:30:12,701 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js.map HTTP/1.1" 200 4973
INFO 2022-06-10 20:30:12,720 basehttp 187 "GET /static/css/app.a6051631b75d32a79f261fbcae6d6061.css.map HTTP/1.1" 200 59084
INFO 2022-06-10 20:30:12,750 basehttp 187 "GET /static/js/app.7fcf9991e62e0ae3ff31.js.map HTTP/1.1" 200 500039
INFO 2022-06-10 20:30:12,763 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js.map HTTP/1.1" 200 1573519
INFO 2022-06-10 20:30:14,112 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 14
INFO 2022-06-10 20:32:21,053 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-10 20:32:21,103 basehttp 187 "GET /static/css/app.93666b521f655f64d59e9c0f1968d7b2.css HTTP/1.1" 200 43639
INFO 2022-06-10 20:32:21,106 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js HTTP/1.1" 200 858
INFO 2022-06-10 20:32:21,112 basehttp 187 "GET /static/js/app.470077b5d9789743f1ce.js HTTP/1.1" 200 173008
INFO 2022-06-10 20:32:21,128 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js HTTP/1.1" 200 498133
INFO 2022-06-10 20:32:21,152 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js.map HTTP/1.1" 200 4973
INFO 2022-06-10 20:32:21,175 basehttp 187 "GET /static/css/app.93666b521f655f64d59e9c0f1968d7b2.css.map HTTP/1.1" 200 59084
INFO 2022-06-10 20:32:21,211 basehttp 187 "GET /static/js/app.470077b5d9789743f1ce.js.map HTTP/1.1" 200 500327
INFO 2022-06-10 20:32:21,227 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js.map HTTP/1.1" 200 1573519
INFO 2022-06-10 20:32:22,373 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 72
INFO 2022-06-10 20:34:07,670 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-10 20:34:07,702 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js HTTP/1.1" 200 858
INFO 2022-06-10 20:34:07,704 basehttp 187 "GET /static/css/app.931128c6a4ce0a1cf2e03cd98ec061c6.css HTTP/1.1" 200 43639
INFO 2022-06-10 20:34:07,744 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js.map HTTP/1.1" 200 4973
INFO 2022-06-10 20:34:07,757 basehttp 187 "GET /static/css/app.931128c6a4ce0a1cf2e03cd98ec061c6.css.map HTTP/1.1" 200 59084
INFO 2022-06-10 20:34:07,766 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js HTTP/1.1" 200 498133
INFO 2022-06-10 20:34:07,779 basehttp 187 "GET /static/js/app.96c811b121fea5fb2ba7.js HTTP/1.1" 200 173022
INFO 2022-06-10 20:34:07,847 basehttp 187 "GET /static/js/app.96c811b121fea5fb2ba7.js.map HTTP/1.1" 200 500388
INFO 2022-06-10 20:34:07,860 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js.map HTTP/1.1" 200 1573519
INFO 2022-06-10 20:34:09,252 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 72
INFO 2022-06-10 20:34:10,923 basehttp 187 "POST /classify/del/ HTTP/1.1" 200 62
INFO 2022-06-10 20:34:10,933 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 14
INFO 2022-06-10 20:34:14,197 basehttp 187 "POST /classify/del/ HTTP/1.1" 200 68
INFO 2022-06-10 20:34:14,209 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 14
ERROR 2022-06-10 20:35:20,526 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:20,531 basehttp 187 "GET / HTTP/1.1" 500 86187
ERROR 2022-06-10 20:35:21,779 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:21,782 basehttp 187 "GET / HTTP/1.1" 500 86187
ERROR 2022-06-10 20:35:22,308 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:22,313 basehttp 187 "GET / HTTP/1.1" 500 86187
ERROR 2022-06-10 20:35:22,569 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:22,574 basehttp 187 "GET / HTTP/1.1" 500 86187
ERROR 2022-06-10 20:35:22,778 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:22,781 basehttp 187 "GET / HTTP/1.1" 500 86187
ERROR 2022-06-10 20:35:23,042 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:23,046 basehttp 187 "GET / HTTP/1.1" 500 86187
ERROR 2022-06-10 20:35:23,200 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:23,207 basehttp 187 "GET / HTTP/1.1" 500 86187
ERROR 2022-06-10 20:35:23,478 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:23,483 basehttp 187 "GET / HTTP/1.1" 500 86187
ERROR 2022-06-10 20:35:23,603 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:23,608 basehttp 187 "GET / HTTP/1.1" 500 86187
ERROR 2022-06-10 20:35:23,778 log 241 Internal Server Error: /
Traceback (most recent call last):
  File "D:\Python\App\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\Python\App\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 84, in view
    return self.dispatch(request, *args, **kwargs)
  File "D:\Python\App\lib\site-packages\django\views\generic\base.py", line 119, in dispatch
    return handler(request, *args, **kwargs)
  File "D:\Itmes\Django\django_blogs\django_blogs\apps\Page\views.py", line 10, in get
    return render(request, 'index.html')
  File "D:\Python\App\lib\site-packages\django\shortcuts.py", line 24, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\Python\App\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: index.html
ERROR 2022-06-10 20:35:23,786 basehttp 187 "GET / HTTP/1.1" 500 86187
INFO 2022-06-10 20:35:23,996 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-10 20:35:24,023 basehttp 187 "GET /static/css/app.d68321b876951f2d09fab2faefa75a08.css HTTP/1.1" 200 43639
INFO 2022-06-10 20:35:24,024 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js HTTP/1.1" 200 858
INFO 2022-06-10 20:35:24,039 basehttp 187 "GET /static/js/app.e79c5b465f7989808c40.js HTTP/1.1" 200 173077
INFO 2022-06-10 20:35:24,048 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js HTTP/1.1" 200 498133
INFO 2022-06-10 20:35:24,080 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js.map HTTP/1.1" 200 4973
INFO 2022-06-10 20:35:24,082 basehttp 187 "GET /static/css/app.d68321b876951f2d09fab2faefa75a08.css.map HTTP/1.1" 200 59084
INFO 2022-06-10 20:35:24,156 basehttp 187 "GET /static/js/app.e79c5b465f7989808c40.js.map HTTP/1.1" 200 500408
INFO 2022-06-10 20:35:24,176 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js.map HTTP/1.1" 200 1573519
INFO 2022-06-10 20:35:26,298 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 14
INFO 2022-06-10 20:36:16,053 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-10 20:36:16,083 basehttp 187 "GET /static/css/app.d68321b876951f2d09fab2faefa75a08.css HTTP/1.1" 304 0
INFO 2022-06-10 20:36:16,087 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js HTTP/1.1" 304 0
INFO 2022-06-10 20:36:16,092 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js HTTP/1.1" 304 0
INFO 2022-06-10 20:36:16,092 basehttp 187 "GET /static/js/app.e79c5b465f7989808c40.js HTTP/1.1" 304 0
INFO 2022-06-10 20:36:16,130 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js.map HTTP/1.1" 200 4973
INFO 2022-06-10 20:36:16,192 basehttp 187 "GET /static/js/app.e79c5b465f7989808c40.js.map HTTP/1.1" 200 500408
INFO 2022-06-10 20:36:16,229 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js.map HTTP/1.1" 200 1573519
INFO 2022-06-10 20:36:16,306 basehttp 187 "GET /static/css/app.d68321b876951f2d09fab2faefa75a08.css.map HTTP/1.1" 200 59084
INFO 2022-06-10 20:36:17,521 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 14
INFO 2022-06-11 14:09:19,395 autoreload 677 Watching for file changes with StatReloader
INFO 2022-06-11 14:09:40,328 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-11 14:09:40,342 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-11 14:09:40,476 basehttp 187 "GET /static/js/manifest.3ad1d5771e9b13dbdad2.js HTTP/1.1" 304 0
INFO 2022-06-11 14:09:40,481 basehttp 187 "GET /static/css/app.d68321b876951f2d09fab2faefa75a08.css HTTP/1.1" 304 0
INFO 2022-06-11 14:09:40,496 basehttp 187 "GET /static/js/vendor.b07876f42a10375748fd.js HTTP/1.1" 304 0
INFO 2022-06-11 14:09:40,631 basehttp 187 "GET /static/js/app.e79c5b465f7989808c40.js HTTP/1.1" 304 0
INFO 2022-06-11 14:09:40,824 basehttp 187 "GET /static/Live2dApi/indexes/bilibili-live/33/closet-default-v2&newyear-upper&cba-super-lower&tomo-high-hat.json HTTP/1.1" 304 0
INFO 2022-06-11 14:09:40,840 basehttp 187 "GET /static/Live2dApi/models/bilibili-live/33/model.moc HTTP/1.1" 304 0
INFO 2022-06-11 14:09:40,897 basehttp 187 "GET /static/Live2dApi/models/bilibili-live/33/textures/texture_00/closet-default-v2.png HTTP/1.1" 304 0
INFO 2022-06-11 14:09:40,897 basehttp 187 "GET /static/Live2dApi/models/bilibili-live/33/textures/texture_02/cba-super-lower.png HTTP/1.1" 304 0
INFO 2022-06-11 14:09:40,899 basehttp 187 "GET /static/Live2dApi/models/bilibili-live/33/textures/texture_01/newyear-upper.png HTTP/1.1" 304 0
INFO 2022-06-11 14:09:40,932 basehttp 187 "GET /static/Live2dApi/models/bilibili-live/33/textures/texture_03/tomo-high-hat.png HTTP/1.1" 304 0
WARNING 2022-06-11 14:09:40,956 log 241 Not Found: /favicon.ico
WARNING 2022-06-11 14:09:40,958 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2583
WARNING 2022-06-11 14:09:40,992 log 241 Not Found: /favicon.ico
WARNING 2022-06-11 14:09:40,995 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2583
INFO 2022-06-11 14:09:41,135 basehttp 187 "GET /static/Live2dApi/models/bilibili-live/33/motions/idle-01.mtn HTTP/1.1" 304 0
INFO 2022-06-11 14:09:41,136 basehttp 187 "GET /static/Live2dApi/models/bilibili-live/33/motions/idle-02.mtn HTTP/1.1" 304 0
INFO 2022-06-11 14:09:41,137 basehttp 187 "GET /static/Live2dApi/models/bilibili-live/33/motions/idle-03.mtn HTTP/1.1" 304 0
INFO 2022-06-11 14:09:59,254 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 14
INFO 2022-06-11 14:10:40,798 basehttp 187 "GET / HTTP/1.1" 200 512
INFO 2022-06-11 14:10:41,726 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 165
INFO 2022-06-11 14:10:43,393 basehttp 187 "POST /classify/del/ HTTP/1.1" 200 62
INFO 2022-06-11 14:10:43,404 basehttp 187 "GET /classify/get/ HTTP/1.1" 200 117
INFO 2022-06-11 15:27:07,437 autoreload 266 D:\Itmes\Django\django_blogs\django_blogs\apps\Essay\views.py changed, reloading.
INFO 2022-06-11 15:27:08,971 autoreload 677 Watching for file changes with StatReloader
INFO 2022-06-11 15:29:31,644 autoreload 266 D:\Itmes\Django\django_blogs\django_blogs\apps\Essay\views.py changed, reloading.
INFO 2022-06-11 15:29:32,621 autoreload 677 Watching for file changes with StatReloader
INFO 2022-06-11 15:30:23,468 autoreload 266 D:\Itmes\Django\django_blogs\django_blogs\apps\Essay\views.py changed, reloading.
INFO 2022-06-11 15:30:24,454 autoreload 677 Watching for file changes with StatReloader
INFO 2022-06-11 15:31:13,996 autoreload 266 D:\Itmes\Django\django_blogs\django_blogs\apps\Essay\views.py changed, reloading.
INFO 2022-06-11 15:31:15,233 autoreload 677 Watching for file changes with StatReloader
INFO 2022-06-11 15:31:26,359 autoreload 266 D:\Itmes\Django\django_blogs\django_blogs\apps\Essay\views.py changed, reloading.
INFO 2022-06-11 15:31:27,162 autoreload 677 Watching for file changes with StatReloader
INFO 2022-06-11 15:32:15,744 autoreload 266 D:\Itmes\Django\django_blogs\django_blogs\apps\Essay\views.py changed, reloading.
INFO 2022-06-11 15:32:16,548 autoreload 677 Watching for file changes with StatReloader
